Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
731,16666057,StopPlantingStartGameTheorying,"2026-08-08 04:58:41",1623.3,2,mymelodyenjoyer
732,16662896,"Adrian Dubois","2026-08-05 03:10:39",1615.5,1,adriandubois
733,16655150,"Benjamin H Pepper","2026-08-08 05:47:08",1614.9,2,bhpepper
734,16659610,gareeb,"2026-08-06 20:22:34",1613.4,2,"arjund29,saqlainsqx,yashawl194"
735,16653129,"Prashanth Reddy Biyyani","2026-08-08 02:48:54",1611.5,2,"prashanthbiyyani,shivagurrala"
736,16656170,"Chakrabhuana V  Deva","2026-08-05 06:54:50",1610.0,2,chakrabhuanavdeva
737,16664653,Adir,"2026-08-06 21:34:52",1610.0,2,adiradam
738,16669810,CREART,"2026-08-08 05:32:29",1606.6,1,gustardust
739,16670304,"Daniel Tomaro1","2026-08-08 01:24:26",1605.9,2,danieltomaro1
740,16668721,"Efe Can Celiksoy","2026-08-07 06:06:21",1602.3,2,efecnc
741,16664788,1o,"2026-08-07 14:41:05",1602.1,2,rian55
742,16639369,"Kyuhwan Cho","2026-08-06 02:56:08",1596.8,2,octoarden
743,16632783,chocolat,"2026-08-08 00:05:26",1594.9,2,chocolatnya999
744,16663214,"Mathieu W","2026-08-05 20:02:08",1587.3,2,mathieuw
745,16667245,"KAIWALYA RAUT","2026-08-05 11:47:10",1586.5,1,kaiwalyaatulraut
746,16661410,tmxdlr,"2026-08-05 12:40:54",1586.1,2,tmxdlr
747,16665058,"Llin Ding","2026-08-07 08:32:33",1585.8,2,llinding
748,16622454,automatylicza,"2026-08-05 19:54:51",1580.6,2,automatylicza
749,16662872,"Artem Garbart","2026-08-05 09:41:29",1580.0,2,artyomgarbart
750,16658185,"Juwon Kweon","2026-08-05 04:48:50",1579.2,2,juwonkwon
751,16666468,"J Penman","2026-08-08 04:59:56",1579.2,2,jpenman
752,16663780,"Hamza Kanice","2026-08-08 00:01:05",1577.4,2,hamzakanice
753,16671306,Yeswanthperni,"2026-08-08 04:33:40",1574.1,2,yeswanthperni
754,16664400,Boruiyang21,"2026-08-05 14:56:03",1574.0,2,boruiyang21
755,16623298,Mikhail_Komkin,"2026-08-02 20:14:28",1574.0,2,mikhailkomkin
756,16662946,uzair,"2026-08-04 18:40:46",1573.5,2,quantumcurator
757,16664890,ideal_m99,"2026-08-06 00:00:33",1566.8,2,idealm99
758,16670032,Kenjo1209,"2026-08-05 21:50:01",1563.0,1,kenjo1209
759,16641372,ShoaibSSM,"2026-08-04 14:09:19",1562.7,2,"naveenlx111249971939,shoaibssm"
760,16670765,"tensor choko","2026-08-05 23:03:23",1560.7,1,tensorchoko
761,16679694,"Yaro Perventsev","2026-08-07 19:56:06",1558.2,2,yaroslavperventsev
762,16624026,"Russell Kirk","2026-08-03 23:47:30",1556.7,2,russcore
763,16635159,Abdulsamad,"2026-08-06 11:48:04",1553.7,2,abdulsamadjod1234
764,16655296,"peeta pit","2026-08-04 04:26:33",1550.4,2,peetapit
765,16654486,alijs,"2026-08-06 14:27:22",1547.4,2,alijs1
766,16641751,Hikari_30,"2026-08-03 04:54:23",1544.5,2,hikari30
767,16670807,mannogun,"2026-08-07 11:05:42",1540.3,2,arcanejumper
768,16661229,Gena,"2026-08-04 15:18:42",1538.7,2,gdonchyts
769,16631115,prvsiyan,"2026-08-07 15:10:49",1534.0,2,prvsiyan
770,16663818,"Mike Mordetsky","2026-08-06 06:15:32",1530.5,2,mikemordetsky
771,16634082,"Mikey Marszewski","2026-08-07 02:01:14",1530.2,2,mikeymarszewski
772,16655305,"Junior Sohou","2026-08-07 09:53:10",1525.9,2,juniorsohou
773,16667964,Shuiys,"2026-08-08 07:07:46",1524.1,2,ysshui
774,16634312,"Linh Le","2026-08-07 08:33:33",1521.9,2,linhlethuy
775,16657077,_LT_zyc,"2026-08-05 01:01:42",1521.2,1,zyczyc
776,16634213,kkunizaw,"2026-08-03 20:47:58",1512.7,2,kkunizaw
777,16661019,lmq,"2026-08-04 14:47:23",1511.7,2,lmminhquang
778,16663178,Sm00thiecodes,"2026-08-07 11:00:29",1511.5,2,sm00thiecodes
779,16688642,"Natalia Mawyin","2026-08-08 04:15:09",1511.4,2,nmawyin
780,16632231,"Samrish B","2026-08-05 18:31:49",1510.7,2,samrishb
781,16662910,"shoryakumar mishra","2026-08-05 16:05:32",1509.6,2,shoryakumarmishra
782,16678061,"Sushanth Tiruvaipati","2026-08-08 01:05:08",1507.5,2,sushanthtiruvaipati
783,16659295,snaykey,"2026-08-08 07:01:13",1505.3,2,snaykey
784,16657989,"vishnu gopal P","2026-08-04 12:09:35",1505.2,2,vishnugp
785,16654715,"Aqib Raza","2026-08-03 19:37:30",1502.2,1,aqibrazadev
786,16653982,"Arul Prasad S P","2026-08-05 09:07:12",1500.4,2,arulprasadsp
787,16657785,"Himanshu Kumar","2026-08-08 03:59:07",1496.6,2,himanshujha2812
788,16655632,"Dmitry Kozlov","2026-08-04 03:24:59",1496.5,1,dkozlov
789,16671767,Kaileh57,"2026-08-08 07:02:13",1495.3,2,kaileh57
790,16639236,"Dhavan Shah","2026-08-07 14:56:43",1492.7,2,dhavanshah99
791,16673682,MJ.LIU.T,"2026-08-06 08:14:05",1490.2,1,mjliut
792,16644185,"Mimic Mohsin","2026-08-02 18:38:46",1489.6,1,mimicmohsin
793,16657395,"Uchechukwu Ajuzieogu","2026-08-04 08:04:14",1488.5,1,uchechukwuajuzieogu
794,16635067,"Berat Egemen Gök","2026-08-04 18:19:37",1487.1,2,berategemengk
795,16628727,dominyellow,"2026-08-04 11:44:21",1484.8,2,dominyellow
796,16663175,Anaconda,"2026-08-05 02:47:22",1483.4,1,anaconda
797,16665293,"ADITYA BEECHA","2026-08-06 18:29:14",1481.9,2,bechaaditya
798,16659217,Dynamic_fire07,"2026-08-05 18:51:51",1480.1,2,"dynamicfire07,tryingmybest123"
799,16659883,"Ahmad Hfdx5","2026-08-05 03:33:48",1478.9,2,ahmadhfdx5
800,16655187,cmxu,"2026-08-05 05:31:07",1476.1,2,cmxu77
801,16656444,"christopher athans crow","2026-08-05 00:08:13",1470.1,2,cchrisaa
802,16660046,"Ikki Katsuyama","2026-08-07 06:07:42",1463.9,2,kacchanwriting
803,16651672,"Xiaolei Lian","2026-08-07 11:43:42",1462.4,2,xiaoleilian
804,16658562,mashBrian254,"2026-08-04 10:48:33",1461.4,2,mash1990
805,16655596,Bela,"2026-08-04 01:18:06",1455.9,1,istribaik
806,16659676,Light,"2026-08-05 03:07:39",1454.3,2,aadarshashrestha007
807,16656399,CROW,"2026-08-08 06:10:26",1451.3,2,"aaayangxh,hanifnoerrofiq"
808,16644390,"Manan Gupta","2026-08-05 17:08:32",1449.8,2,obirdy
809,16654209,"Nirav Mehta 1612","2026-08-06 14:57:24",1446.9,2,niravmehta1612
810,16657294,"Ragul M","2026-08-04 07:08:51",1445.3,2,ragul7002
811,16657094,irynavs,"2026-08-06 05:25:03",1431.2,2,irynavs
812,16660376,"Ahmed Sedky 0100","2026-08-06 20:56:37",1428.9,1,ahmedsedky0100
813,16650018,EiMengLove,"2026-08-05 10:27:31",1425.9,2,konicty
814,16624600,ariacat,"2026-08-06 07:16:44",1423.2,2,ariacat
815,16664609,Re2lawd,"2026-08-07 02:34:37",1421.8,2,re2lawd
816,16664565,"Wayne Chou","2026-08-05 12:30:14",1417.3,2,ambientz
817,16635418,ocean240812,"2026-08-07 08:50:56",1416.6,2,ocean240812
818,16677568,yarneo,"2026-08-08 05:36:54",1403.5,2,yarneo
819,16655534,"Charles Mills","2026-08-06 16:40:27",1400.3,2,charlesqmills
820,16651402,"Mille Initiate","2026-08-06 08:41:14",1399.8,2,milleinitiate
821,16658801,"Thuc Nguyen Dang 111","2026-08-06 09:42:04",1396.4,2,thucnguyendang111
822,16621709,smlcr,"2026-08-04 19:35:19",1395.1,2,simulacri
823,16656171,ishu,"2026-08-04 03:27:45",1394.8,2,ishhverma
824,16630312,beijijun,"2026-08-02 23:48:32",1389.9,2,beijijun
825,16632240,Deepseek的恩情还不完,"2026-08-02 17:23:11",1389.2,2,"iwanys,pedianeko,realybin"
826,16675240,Leifson1337,"2026-08-07 19:21:38",1387.4,2,leifson1337
827,16665838,wenbodai,"2026-08-06 08:15:25",1386.9,2,wenbodai
828,16660819,nya654nya,"2026-08-07 04:47:33",1385.7,2,nya654nya
829,16659435,Zerabyte_X,"2026-08-04 09:52:16",1383.8,1,zerabytex
830,16629699,radiant-allomancer,"2026-08-03 03:43:17",1383.5,2,radiantallomancer
831,16659761,cheng-han,"2026-08-06 08:16:10",1381.6,2,neoshie
832,16655396,Tesla1AC,"2026-08-08 02:21:21",1381.5,2,mathornton
833,16652339,"Mohamed Amine Rebhi","2026-08-03 16:03:07",1378.5,2,mohamedaminerebhi
834,16660853,"lxh unbound","2026-08-05 00:02:02",1373.4,2,lxhunbound
835,16660041,"Hoàng Quốc Việt ","2026-08-05 15:12:14",1370.0,2,viethwang3i
836,16644566,"Guangjian Dong","2026-08-02 23:59:18",1367.0,1,guangjiandong
837,16639507,Homii_N,"2026-08-07 22:42:13",1360.7,2,homeshwarrao
838,16662819,Feuorme,"2026-08-05 06:17:51",1359.8,2,feuorme
839,16658852,"Chhaya Awasthi","2026-08-04 09:37:05",1358.0,2,chhayaawasthi
840,16655877,"Harish K","2026-08-05 06:46:38",1355.6,2,harishk2209
841,16655493,TheDigitalCK,"2026-08-07 12:31:58",1350.3,2,thedigitalck
842,16652451,JackGong,"2026-08-03 11:32:11",1349.1,1,jackgong
843,16640388,SANNNNN,"2026-08-03 18:41:38",1346.8,2,zuhairsan
844,16629983,Amundsen,"2026-08-05 06:51:46",1346.8,2,amundsen
845,16655530,AlivRick,"2026-08-05 16:18:54",1346.2,2,alivrick
846,16664481,"Siddhu Jaykay","2026-08-06 17:34:16",1342.6,2,siddhujaykay
847,16639155,"Arturo Gutiérrez Aguilar","2026-08-04 16:08:19",1342.4,2,jarturo
848,16631261,Monster,"2026-08-04 15:46:32",1341.1,2,tmtngtrng
849,16657316,"Jason xu sk","2026-08-05 04:00:50",1340.5,2,jasonxusk
850,16665196,"Pratham Jain","2026-08-05 05:49:17",1339.8,1,kindasomethin
851,16656296,Fususu,"2026-08-04 04:02:59",1339.5,1,phuongncn
852,16625856,takai380,"2026-08-03 04:36:29",1327.7,2,takai380
853,16655693,DePie,"2026-08-04 07:54:31",1322.6,2,phucthaiv02
854,16657957,"Mounika Kommireddy","2026-08-04 17:01:23",1321.5,2,mounikakommireddy
855,16657277,"Dude and Destroy","2026-08-07 13:01:53",1320.5,2,raymondbrookman
856,16623020,Muhandro,"2026-08-02 21:16:30",1319.2,2,muhandro
857,16658777,"Jiarui (Jerry) Cao","2026-08-05 08:06:03",1316.8,2,jiaruicao7
858,16676054,"Vladislav Konstantinov","2026-08-07 11:12:34",1313.6,2,vladkonstantinov
859,16661670,sansm1,"2026-08-04 16:54:59",1313.5,2,sansm1
860,16632138,kaggle_bbgg,"2026-08-05 11:59:35",1312.5,2,kagglebbgg
861,16680408,mochogo,"2026-08-07 05:42:33",1308.7,1,mochogo
862,16643693,"Kerem çelik","2026-08-07 16:00:58",1306.5,2,keremelik
863,16654548,trynaCode,"2026-08-06 16:35:17",1305.2,2,siddarthnayak50
864,16656990,"NALLA SUMANG","2026-08-04 06:22:22",1305.1,2,sumangnalla
865,16659465,AravindLochan,"2026-08-06 08:58:29",1301.1,2,aravindlochan
866,16660152,LIH.YUN,"2026-08-04 14:11:44",1301.1,2,fxlcee
867,16627023,"Noah Farr","2026-08-05 08:02:35",1299.1,2,noahfarr
868,16657817,"rohith sai midigudla","2026-08-05 12:36:40",1297.7,2,rohithsaimidigudla
869,16644882,"SAMOILOV MIKHAIL","2026-08-03 02:10:04",1296.6,1,samoilovmikhail
870,16669282,sky233,"2026-08-06 17:06:04",1296.4,2,sky233
871,16651792,LX,"2026-08-06 09:02:23",1285.1,2,sunnylx
872,16668758,"Aman Vishwakarma","2026-08-07 18:19:51",1284.6,2,amanvishwakarma01
873,16641710,yjshyfy,"2026-08-05 12:11:42",1281.8,2,yjshyfy
874,16624651,"Zihao Zeng","2026-08-03 00:46:30",1280.9,2,zihaozeng0021
875,16664111,"John Park","2026-08-08 00:01:22",1280.2,2,sigint
876,16630752,motemen,"2026-08-06 00:37:30",1278.0,2,motemen
877,16632006,"Adwait Tagalpallewar","2026-08-03 16:29:09",1277.4,2,adwaittagalpallewar
878,16653122,Wei_Chance,"2026-08-07 12:46:59",1276.8,2,bystanderq
879,16639241,"Alissa King","2026-08-04 05:05:30",1275.8,2,alissaking
880,16643095,ckyasb,"2026-08-05 14:39:42",1269.3,2,ckyasb
881,16651804,"Bocen Li","2026-08-04 06:24:05",1268.9,2,bocenli
882,16656337,"Prashant Kikani","2026-08-04 04:03:37",1262.6,1,prashantkikani
883,16666946,pwxc00,"2026-08-08 01:06:24",1258.6,2,alert04
884,16651613,"Devin Zhou","2026-08-05 02:27:36",1252.1,2,devinzhou
885,16658261,"Manan Khanna","2026-08-04 07:41:27",1245.9,1,manankhanna0
886,16689084,Tam1m,"2026-08-08 06:48:32",1244.7,2,booleanwolf
887,16622939,"Kamal Das","2026-08-04 18:51:55",1242.6,2,kmldas
888,16644774,lungjyuanz,"2026-08-07 01:03:20",1239.2,2,lungjyuanz
889,16655582,"Yang Jinneng","2026-08-04 01:07:27",1238.0,1,adurey
890,16651331,"Mohamed Saeed","2026-08-04 18:29:50",1237.1,2,m0sm71
891,16633808,mmath2,"2026-08-07 10:52:38",1237.1,2,mmath2
892,16644160,"Saravana Rajan B","2026-08-03 05:14:00",1236.1,2,saravanarajanb
893,16651257,PursueML,"2026-08-03 09:34:56",1234.3,2,pursueml
894,16676904,fistyee,"2026-08-08 03:36:00",1232.1,2,fistyee
895,16622760,yunus_bayram_kagle,"2026-08-04 07:49:00",1231.0,2,yunusbayramkagle
896,16659843,"Amer Alkhalili","2026-08-07 19:40:00",1230.8,2,ameralkhalili
897,16653093,"willam wu","2026-08-03 15:03:01",1229.8,1,biaaib
898,16633096,anvai_agents,"2026-08-04 17:59:27",1227.7,2,"anandgaikwad7781,vaidehidhamnikar"
899,16637519,Temprao,"2026-08-03 12:16:43",1227.6,1,maruimono928
900,16652827,"Rob C","2026-08-04 07:25:20",1225.7,2,robertcheah
901,16659920,vkhydras,"2026-08-05 20:02:15",1225.2,2,vickimar
902,16667205,"Andrew Lee","2026-08-06 11:16:52",1223.6,1,andrewlee23023
903,16625921,JinchengZhang1,"2026-08-08 06:24:53",1222.8,2,jinchengzhang1
904,16644565,Suda,"2026-08-04 17:21:42",1221.6,2,chaneyma
905,16663767,"Tommy Mancino","2026-08-05 05:44:43",1219.9,2,tommymancino
906,16662176,"jorge fabian avila","2026-08-04 16:32:07",1214.2,1,jorgefabianavila
907,16663273,"Mason Frias","2026-08-06 22:57:08",1213.5,2,masonfrias
908,16632097,PavelLiashkov,"2026-08-05 11:59:30",1211.4,2,bigbag1983
909,16661376,"YERMES AMINE","2026-08-04 14:13:45",1210.4,1,yermes
910,16641489,suminshim,"2026-08-03 06:24:39",1209.9,2,suminshim
911,16665764,"izh yng","2026-08-06 13:02:07",1209.5,2,izhyng
912,16623236,"Yonatan Nemtsov","2026-08-06 00:28:01",1209.3,2,yonatannemtsov
913,16632686,strike,"2026-08-06 06:21:38",1201.1,2,nicolia
914,16640619,"Sơn Nguyễn","2026-08-05 13:42:53",1201.1,2,sonnguyen10
915,16639570,"Vishesh Banna","2026-08-04 05:37:32",1197.2,1,visheshbanna
916,16622937,"Sheep 🐑","2026-08-02 12:12:36",1186.1,2,kabilrh
917,16631421,cg,"2026-08-05 05:44:16",1185.5,2,chaitanyagarg2
918,16654235,"Mwanza Wambua","2026-08-06 10:16:13",1185.4,2,mwanzawambua
919,16663096,Agola_dasacic,"2026-08-04 20:07:50",1185.2,2,mnu303
920,16651180,yangyefd,"2026-08-03 08:42:57",1183.5,1,yangyefd
921,16661532,"Fedor Baart","2026-08-05 12:34:21",1182.2,1,fedorbaart
922,16661665,"Leonardo Viola10","2026-08-07 10:26:54",1181.0,2,leonardoviola10
923,16660318,"Aiman Al-Shalfi","2026-08-05 11:59:43",1178.5,2,aimanalshalfi
924,16670099,"Jon Snyder","2026-08-06 00:27:21",1172.5,2,snyderj1515
925,16639471,CaminoLSY,"2026-08-05 01:22:09",1170.8,2,lsy37521
926,16652630,stars_w,"2026-08-07 11:47:31",1168.7,2,starsw
927,16625082,真的懒,"2026-08-03 09:47:50",1168.2,2,gtccc9
928,16672672,Koiiiiiopen,"2026-08-08 06:25:21",1161.9,2,koiiiiiopen
929,16666805,"Ayush Patel","2026-08-08 03:23:04",1161.4,2,ayush21042004
930,16632172,Ayodeji,"2026-08-03 08:31:26",1161.0,2,ayodejiibrahimlateef
931,16633340,"Tim Zagrebelny","2026-08-03 08:53:09",1160.1,2,timzagrebelny
932,16661353,mithi,"2026-08-07 07:06:36",1156.7,2,singhaleo
933,16654946,AliLucky,"2026-08-05 15:07:59",1155.2,2,alilucky
934,16663603,xsong2020,"2026-08-04 22:36:48",1151.7,1,xstargate
935,16639732,"Junbeom Lee23","2026-08-03 12:13:44",1148.2,2,junbeomlee23
936,16622312,"Malak Reda","2026-08-03 09:02:41",1148.0,2,malak457
937,16624485,"Nishant Dahal","2026-08-05 15:04:22",1144.9,2,nishantdahal
938,16666900,sooflee,"2026-08-07 14:35:59",1143.9,2,sooflee
939,16654271,Sophie,"2026-08-07 15:36:26",1141.7,2,morty3500
940,16655633,johnny,"2026-08-06 17:58:20",1140.5,2,jonykarki
941,16655588,"The Devil's World 678","2026-08-07 10:39:23",1139.7,2,thedevilsworld678
942,16643319,Jules,"2026-08-02 16:31:37",1138.4,2,julesvanligtenberg
943,16637797,"Xiangchen Li","2026-08-04 09:47:59",1137.7,2,xiangchenli07
944,16632119,nickyl,"2026-08-08 04:54:25",1135.7,2,nickyjliang
945,16630689,yw8837,"2026-08-05 13:17:49",1132.2,2,yw8837
946,16631090,yoikoarmor,"2026-08-03 12:12:22",1131.0,2,yoikoarmor
947,16622835,"Max Manushin","2026-08-06 00:01:08",1130.8,2,innerf1re
948,16659565,Tekin24,"2026-08-05 15:33:50",1129.8,2,tekin24
949,16651833,"Hồ Khánh Duy","2026-08-04 09:48:39",1128.3,2,hkhnhduy
950,16634022,"Cihan Atak","2026-08-02 16:00:43",1128.1,2,cihanatak
951,16630111,jannchie,"2026-08-04 19:09:17",1127.5,2,jannchie
952,16622487,"Sam kramer_1028","2026-08-03 10:12:17",1127.0,2,samkramer1028
953,16623389,"Mominul Islam Hemal","2026-08-02 11:23:03",1126.4,2,mominulislamhemal
954,16622242,"Robert Koval","2026-08-04 10:48:46",1125.6,2,robertkoval
955,16667058,"Lê Quốc Duy","2026-08-08 01:03:08",1125.3,2,lqucduy
956,16671741,Excluding,"2026-08-08 06:54:32",1125.1,2,excluding
957,16645078,"A Aswanth Raj","2026-08-03 04:12:26",1124.9,2,aaswanthraj
958,16633133,"Hole Neckles","2026-08-02 10:32:28",1115.3,2,holeneckles
959,16669227,"Tom Dufresne","2026-08-07 11:17:39",1113.3,2,tadufre
960,16665399,"Shivam Shrivastava","2026-08-05 17:32:40",1112.2,1,shivamshrivastava180
961,16633083,bsenst,"2026-08-07 12:38:47",1112.0,2,bnzn261029
962,16678965,MrGS,"2026-08-08 06:04:12",1111.3,2,gabrielsderhll
963,16669089,YujieXing10,"2026-08-08 06:54:57",1111.2,2,yujiexing10
964,16622015,"Ioannis M","2026-08-06 08:12:21",1109.4,2,imeintanis
965,16622993,"Yaroslav Tanko","2026-08-05 08:03:12",1109.4,2,yaroslavtanko
966,16659942,"Abdoulaye DIAW","2026-08-07 11:36:43",1108.8,2,abdoulayediaw25
967,16643692,Samsay24,"2026-08-02 17:22:45",1108.5,1,samsay23
968,16636094,Hax2456,"2026-08-02 07:30:00",1106.9,2,hax2456
969,16639567,YassY_The_AlchemYst,"2026-08-05 22:58:45",1104.1,2,yassineelhallaoui
970,16639583,typeIIIfairy,"2026-08-03 20:05:24",1103.6,2,typeiiifairy
971,16625339,kazusw,"2026-08-08 00:07:20",1101.3,2,kazusw
972,16639230,Rylan,"2026-08-02 07:39:14",1097.8,2,liuruihan333
973,16636954,"Jeff Horon","2026-08-01 21:38:56",1096.4,2,jeffhoron
974,16622940,"Enrico Ambrosio","2026-08-06 19:56:30",1093.9,2,enricoambrosio
975,16674683,"Ali Esam","2026-08-08 00:11:15",1090.7,2,zyxsu0
976,16662904,Bharathms1902,"2026-08-07 18:58:43",1088.7,2,bharathms1902
977,16640869,taijunhao,"2026-08-04 11:10:34",1088.6,2,taijunhao
978,16675905,Amar,"2026-08-07 15:52:48",1088.0,2,kumaramar
979,16644221,"Guzha Panashe H","2026-08-05 16:55:21",1087.6,2,guzhapanasheh
980,16634036,"Emanuel Lázaro","2026-08-02 14:55:30",1086.3,2,emanuellcs
981,16629308,Sutee,"2026-08-06 21:27:48",1085.6,2,lszlst
982,16626217,"Stanislav Chistyakov","2026-08-05 18:52:47",1081.4,2,chistyakov
983,16634650,UnfriendlyAI,"2026-08-04 03:50:36",1081.3,2,unfriendlyai
984,16665133,"Abhishek Dubey","2026-08-07 21:03:56",1077.0,2,abhishekdubey911
985,16652984,hxaxd,"2026-08-05 15:09:49",1076.9,2,hxaxdcs
986,16668049,"Masayoshi Kurihara","2026-08-07 22:16:58",1075.4,2,masayoshikurihara
987,16658048,"Joel jaison 391","2026-08-05 02:31:57",1075.3,2,joeljaison391
988,16623746,Juyong,"2026-08-06 06:56:18",1073.9,2,kimdoong
989,16640811,cyberia,"2026-08-02 09:12:23",1072.2,1,cyberia
990,16632788,"Bright O.H.","2026-08-03 05:07:48",1072.1,2,brightoh
991,16632571,"nishchal jain","2026-08-03 07:27:14",1068.8,2,nishchaljainds
992,16640540,QYQ1693,"2026-08-08 06:58:05",1068.2,2,qyq1693
993,16646360,"Asrith Singampalli","2026-08-03 08:46:59",1067.6,2,asrithsingampalli
994,16640877,Yorix.um,"2026-08-02 13:31:28",1067.5,1,yorixum
995,16644145,"Mehdi Azouz","2026-08-07 16:28:01",1066.9,2,mehdiazouz
996,16639330,"Dead Signal Works","2026-08-02 12:40:32",1066.6,2,brooklynhalmstad
997,16668633,peien5,"2026-08-06 14:44:47",1066.4,2,peien5
998,16632291,"alex chilton","2026-08-07 15:32:24",1065.9,2,alexchilton
999,16667516,Rosastella,"2026-08-05 16:00:48",1064.9,2,rosastella
1000,16630984,TakamaruEX,"2026-08-08 03:11:20",1064.5,2,takamaruex
1001,16664103,izack2666,"2026-08-07 14:41:10",1064.0,2,izack2666
1002,16657637,"Ronnie Atuhaire","2026-08-07 15:29:20",1059.0,2,ronnieatuhaire
1003,16635680,starclan,"2026-08-05 13:45:43",1056.6,2,starclan
1004,16663187,"Teddy McBride","2026-08-07 03:59:53",1051.7,2,tedcr100
1005,16636725,shichi,"2026-08-06 01:53:46",1051.3,2,shichi
1006,16655353,"Pablo Montenegro","2026-08-08 04:29:04",1051.2,2,pablomontalb
1007,16639719,JASONSLIMWONG,"2026-08-02 08:11:22",1050.8,2,jasonslimwong
1008,16623128,AdamJonesJohnson,"2026-08-01 14:14:03",1050.7,2,adamjonesjohnson
1009,16678370,"Chenhao Wang","2026-08-07 06:37:46",1050.6,1,wangles
1010,16632327,midnq,"2026-08-02 03:38:02",1049.3,2,midnqly
1011,16658569,"Danu A.","2026-08-05 13:12:09",1049.0,2,eu1234
1012,16638551,SC,"2026-08-01 17:02:17",1047.5,1,ryosketchbook2007
1013,16661304,"Jonathan Roy","2026-08-07 15:30:23",1046.8,2,jonathanroy7
1014,16663933,AnshV1,"2026-08-06 03:03:35",1046.7,2,anshv1
1015,16624056,Raggriculture,"2026-08-07 11:08:56",1046.5,2,ravi123a321at
1016,16639473,"Jeff Borschowa","2026-08-02 00:39:11",1043.9,2,jeffborschowa
1017,16654419,kreiack,"2026-08-07 03:48:29",1043.4,2,kreiack
1018,16623577,"Jiayi Tang","2026-08-01 18:10:04",1043.0,2,mannguo
1019,16623448,HoJoonYun,"2026-08-08 02:14:45",1039.3,2,hojoonyun
1020,16663078,"Isabella Wu","2026-08-04 19:36:20",1039.1,1,isabellawoo01
1021,16632536,"Aleksander Sachuk","2026-08-02 21:33:27",1037.6,2,alexsssachuk
1022,16639244,"Romone Dunlop","2026-08-02 05:04:51",1037.5,2,romonedunlop
1023,16624969,tf,"2026-08-02 14:13:48",1037.0,1,tfukuhara
1024,16636105,"Md. Mehedi Hasan","2026-08-01 14:03:03",1036.2,2,mehedi052
1025,16622367,mg,"2026-08-07 12:42:02",1033.5,2,"egorkashpar,sashaboriskin,smooky"
1026,16634876,MakiMakiAi,"2026-08-02 07:52:40",1032.8,2,makimakiai
1027,16663444,Thomas,"2026-08-08 06:44:42",1032.0,2,tartieret
1028,16672035,diet1236364,"2026-08-08 01:46:54",1031.7,2,kosuke123
1029,16664128,"Michael Todd Overdorf","2026-08-08 03:38:26",1029.5,2,michaeltoddoverdorf
1030,16659749,"Kavsik YVS","2026-08-07 19:29:44",1029.4,2,kavsiku0512
1031,16657419,"Saivedant Hava","2026-08-05 06:36:39",1028.4,2,saivedanthava
1032,16666391,"Harshpreet Singh","2026-08-06 10:32:51",1027.5,2,harshpreet931
1033,16659958,brainpick,"2026-08-08 04:24:11",1026.1,2,prathvirajpalekar
1034,16637489,"Gopal Krishna Gundumalla","2026-08-02 12:39:17",1024.5,2,gopalkrishnag
1035,16641068,"Rahul Ray","2026-08-05 14:27:07",1022.6,2,rahulray5
1036,16623400,Less,"2026-08-02 01:32:24",1022.3,1,jiaoyouzhang
1037,16669466,"vuppuluri sriramsubhash","2026-08-06 08:42:50",1021.2,2,vuppulurisriram
1038,16656379,"Jay Gautam","2026-08-08 06:07:43",1017.3,2,jaygautam007
1039,16655311,"Plant City Planter","2026-08-08 00:53:11",1011.5,2,michaellombard
1040,16656274,googunmo,"2026-08-08 01:13:58",1011.4,2,googunmo
1041,16660548,"Viraj Bakshi","2026-08-07 15:25:38",1008.9,2,virajbakshi
1042,16645705,wataru420,"2026-08-07 06:02:42",1007.6,2,wataru420
1043,16655603,"Veeranuch Leelalai","2026-08-08 01:26:22",1007.4,2,veeranuchleelalai
1044,16674532,"shoaib khan","2026-08-08 01:57:11",1007.2,2,manifoldinfo
1045,16673250,Prashant,"2026-08-07 10:45:25",1006.8,2,"kajalsinghrajpoot,prashantxo"
1046,16666733,"Alberto MV","2026-08-07 03:11:32",1004.6,2,albertomv
1047,16677514,mayoristaNLP,"2026-08-07 16:37:07",1000.1,2,mayoristanlp
1048,16671017,"Pablo César Ruíz","2026-08-08 03:08:14",998.7,2,pcruiher08
1049,16658452,"The Croptimiser","2026-08-06 05:07:52",997.2,1,driessmit1
1050,16623616,nasubiman,"2026-08-01 16:20:44",995.8,2,yousukenakamura
1051,16667874,Vidushiii,"2026-08-06 16:04:32",995.5,2,vidushianand09
1052,16632950,"Adil Khabibullin","2026-08-04 15:54:11",994.7,2,adilkhabibullin
1053,16655062,KrishnaKumarSelvam,"2026-08-08 05:49:29",994.6,2,sachisgod
1054,16670020,nanare,"2026-08-07 20:35:33",993.3,2,nanaresudo
1055,16635177,Zacchaeus,"2026-08-07 07:04:15",993.1,2,zacchaeus
1056,16639973,akky,"2026-08-03 15:39:41",990.1,2,tellxxx
1057,16671738,Exposed,"2026-08-07 22:18:44",989.5,2,erickeller2
1058,16680239,"Marinto Richee J","2026-08-08 03:53:45",989.4,2,marintoricheej
1059,16638667,"Sarvesh Nikas","2026-08-05 11:44:45",988.5,2,sarveshnikas
1060,16665301,EricYang03,"2026-08-06 07:45:29",988.4,2,ericyang03
